Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
12:29:56 a. m.,las noticias sino que,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,noticias,las noticias sino que,Security problems,0
12:30:20 a. m.,"Bueno mira para mí lo único que que le podría poner palomita es la la ayuda en ciertas este a ciertas personas, por ejemplo a los adultos mayores sí estoy muy de acuerdo en que les den una pensión no a los adultos mayores a que a los ninis por ejemplo a los que no hacen nada, pues ahí si no estoy muy de acuerdo, no porque el que les estén repartiendo tanto dinero a tanta gente es lo que te digo ya. Entonces ya dices Ah pues ya nada más estiro la mano y ya no hago nada nada más. Me dedico a este a buscar becas y a buscar todo ese tipo de de beneficios, No si hay para mí si está padre que hay personas que sí lo necesitan y pues que sí les ayuden eso sí está padre pero",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,mira único podría poner palomita ayuda ciertas ciertas personas ejemplo adultos mayores acuerdo den pensión adultos mayores ninis ejemplo hacen acuerdo repartiendo dinero tanta gente dices ah estiro mano hago dedico buscar becas buscar tipo beneficios padre personas necesitan ayuden padre,"bueno mira para mí lo único que que le podría poner palomita es la la ayuda en ciertas este a ciertas personas, por ejemplo a los adultos mayores sí estoy muy de acuerdo en que les den una pensión no a los adultos mayores a que a los ninis por ejemplo a los que no hacen nada, pues ahí si no estoy muy de acuerdo, no porque el que les estén repartiendo tanto dinero a tanta gente es lo que te digo ya. entonces ya dices ah pues ya nada más estiro la mano y ya no hago nada nada más. me dedico a este a buscar becas y a buscar todo ese tipo de de beneficios, no si hay para mí si está padre que hay personas que sí lo necesitan y pues que sí les ayuden eso sí está padre pero","General opinions about the country, Security problems",-0.543541074
12:31:10 a. m.,es lo único bueno que le veo yo la verdad al gobierno entonces de ahí,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,único gobierno,es lo único bueno que le veo yo la verdad al gobierno entonces de ahí,"General opinions about the country, Security problems",0.981948137
12:31:14 a. m.,"fuera este todo de inseguridad es lo peor porque no No dejan trabajar, no te dejan hacer absolutamente, no puedes hacer nada, ya te tienen atado de manos.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,inseguridad peor dejan trabajar dejan absolutamente puedes atado manos,"fuera este todo de inseguridad es lo peor porque no no dejan trabajar, no te dejan hacer absolutamente, no puedes hacer nada, ya te tienen atado de manos.","General opinions about the country, Security problems",-0.99940753
12:31:51 a. m.,"Fíjate que algo que me ha llamado la atención es en Cómo cómo se han preocupado por una imagen la la imagen de los espacios públicos, la millones justamente ayer Antier veníamos llegando de de Tlaxcala hacia la Ciudad de México y pasamos por un camellón, que normalmente siempre estaba abandonado Ya teníamos rato que no pasamos por ahí, pero pasar por ahí verlo ya con el pasto bien cuidado los juegos bien cuidados y se puede traspolar a",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,fíjate llamado atención preocupado imagen imagen espacios públicos millones justamente ayer antier veníamos llegando tlaxcala hacia ciudad méxico pasamos camellón normalmente siempre abandonado rato pasamos pasar verlo pasto cuidado juegos cuidados puede traspolar,"fíjate que algo que me ha llamado la atención es en cómo cómo se han preocupado por una imagen la la imagen de los espacios públicos, la millones justamente ayer antier veníamos llegando de de tlaxcala hacia la ciudad de méxico y pasamos por un camellón, que normalmente siempre estaba abandonado ya teníamos rato que no pasamos por ahí, pero pasar por ahí verlo ya con el pasto bien cuidado los juegos bien cuidados y se puede traspolar a",General opinions about the country,0.963194668
12:32:22 a. m.,"ciertos a ciertos espacios públicos que sí se han preocupado por por la imagen por la imagen digo está real la zona Pero al menos el parque está bonito, no, Entonces es esa parte, sí está, está como que cuidando no han abierto igual algunos espacios culturales. Entonces creo que en esa en esa en ese punto podría ser algo positivo algo positivo, que si si nos vamos a lo negativo ahí en mil cosas.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,ciertos ciertos espacios públicos preocupado imagen imagen real zona menos parque bonito parte cuidando abierto igual espacios culturales punto podría positivo positivo vamos negativo mil,"ciertos a ciertos espacios públicos que sí se han preocupado por por la imagen por la imagen digo está real la zona pero al menos el parque está bonito, no, entonces es esa parte, sí está, está como que cuidando no han abierto igual algunos espacios culturales. entonces creo que en esa en esa en ese punto podría ser algo positivo algo positivo, que si si nos vamos a lo negativo ahí en mil cosas.",General opinions about the country,0
12:32:56 a. m.,No me tardo pero me voy a regresar,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,tardo regresar,no me tardo pero me voy a regresar,General opinions about the country,0
12:32:58 a. m.,"rapidísimo. Yo creo que espérate, no todo.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,rapidísimo espérate,"rapidísimo. yo creo que espérate, no todo.",General opinions about the country,0
12:33:03 a. m.,"Es un segundo Mira todos, nos",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,segundo mira,"es un segundo mira todos, nos",General opinions about the country,0
12:33:05 a. m.,enfocando en la inseguridad. y Aquí el problema base es la educación punto puedes ver ahorita,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,enfocando inseguridad problema base educación punto puedes,enfocando en la inseguridad. y aquí el problema base es la educación punto puedes ver ahorita,"General opinions about the country, Security problems",-0.997236192
12:33:13 a. m.,"los los libros de la sed y Dios santo, o sea, son, no, no te explicas en Cómo se están manejando. Okay, Ahora yo me voy. Yo sí voy a ser muy muy fatalista, pero yo no veo nada absolutamente. Bueno, todo está envuelto con engaño, todo está envuelto con con giribilla para atraer a la gente, por ejemplo Okay las pensiones a los adultos mayores fabuloso que se la suban, pero cuando van al IMSS los dejan Que se mueran Entonces no hay una congruencia en todo igual los espacios este abiertos que mencionan adelante, qué padre. Pero qué pasa con esos espacios ahorita está empezando el gobierno, tú los ves en unos meses y ya están llenos de drogadictos de campamentos de esto el otro o abandonados yo te lo platico por un parque que tenemos aquí.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,libros sed dios santo explicas manejando fatalista absolutamente envuelto engaño envuelto giribilla atraer gente ejemplo pensiones adultos mayores fabuloso suban van imss dejan mueran congruencia igual espacios abiertos mencionan adelante padre pasa espacios empezando gobierno ves meses llenos drogadictos campamentos abandonados platico parque,"los los libros de la sed y dios santo, o sea, son, no, no te explicas en cómo se están manejando. okay, ahora yo me voy. yo sí voy a ser muy muy fatalista, pero yo no veo nada absolutamente. bueno, todo está envuelto con engaño, todo está envuelto con con giribilla para atraer a la gente, por ejemplo okay las pensiones a los adultos mayores fabuloso que se la suban, pero cuando van al imss los dejan que se mueran entonces no hay una congruencia en todo igual los espacios este abiertos que mencionan adelante, qué padre. pero qué pasa con esos espacios ahorita está empezando el gobierno, tú los ves en unos meses y ya están llenos de drogadictos de campamentos de esto el otro o abandonados yo te lo platico por un parque que tenemos aquí.",General opinions about the country,-0.993210614
12:34:17 a. m.,La educación es la base?,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,educación base,la educación es la base?,General opinions about the country,0
12:34:19 a. m.,mandé,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,mandé,mandé,General opinions about the country,0
12:34:48 a. m.,Algo positivo que veo sea mujer presidenta es algo que guardo la,CDMX,C+,35 - 55 años,0,Participant,240cca8d75,positivo mujer presidenta guardo,algo positivo que veo sea mujer presidenta es algo que guardo la,"General opinions about the country, Sheinbaum",0.997916043
12:34:54 a. m.,"esperanza y tengo la esperanza de que se sensibilice, verdad que sea un poco más empática que un caballero porque las mujeres somos sensibles normalmente, verdad? No, no hablo de todos, pero la Y que ella Este lleve a un mejor O sea a un mejor lugar a México porque la verdad es que este sí estamos muy mal en muchas cosas. Yo siento que la palabra no sé si sea correcta, pero están manoseando y un día dijeron esperable en un noticiero, están manoseando las leyes, están haciendo lo que quieren y algo que comentan si es buena dádiva que le dan a las personas de tercera edad, pero no estoy de acuerdo en que alguien que tiene una pensión de cuarenta mil ochenta, mil pesos, la reciba cuando hay gente que no come. Entonces si hay que tener un parámetro de cierta gente hasta hasta qué tope de pensión tienes para yo poderte apoyar un poquito más pero no un pensionado con cien mil ochenta mil que yo los he conocido como un médico de del IMSS que tiene esas pensiones pues reciba una ayuda de gobierno cuando hay gente que no tiene que comer y hay otras necesidades Entonces sí hay que analizar un poquito más, a quién le vamos a ayudar? Y yo siento dádivas, también nos están llevando al pique al país, por eso están quitando tantas tantas este organizaciones tantas instituciones como el inai. como en la cndh están quitando tantas y están desaparecido ya de más de 30 a 40 instituciones desde el anterior gobierno para dar dádivas Entonces a qué un plan, o",CDMX,C+,35 - 55 años,0,Participant,240cca8d75,esperanza esperanza sensibilice empática caballero mujeres sensibles normalmente hablo lleve mejor mejor lugar méxico mal muchas palabra correcta manoseando día dijeron esperable noticiero manoseando leyes haciendo quieren comentan buena dádiva dan personas tercera edad acuerdo alguien pensión cuarenta mil ochenta mil pesos reciba gente come tener parámetro cierta gente tope pensión poderte apoyar poquito pensionado cien mil ochenta mil conocido médico imss pensiones reciba ayuda gobierno gente comer necesidades analizar poquito quién vamos ayudar dádivas llevando pique país quitando tantas tantas organizaciones tantas instituciones inai cndh quitando tantas desaparecido 30 40 instituciones anterior gobierno dar dádivas plan,"esperanza y tengo la esperanza de que se sensibilice, verdad que sea un poco más empática que un caballero porque las mujeres somos sensibles normalmente, verdad? no, no hablo de todos, pero la y que ella este lleve a un mejor o sea a un mejor lugar a méxico porque la verdad es que este sí estamos muy mal en muchas cosas. yo siento que la palabra no sé si sea correcta, pero están manoseando y un día dijeron esperable en un noticiero, están manoseando las leyes, están haciendo lo que quieren y algo que comentan si es buena dádiva que le dan a las personas de tercera edad, pero no estoy de acuerdo en que alguien que tiene una pensión de cuarenta mil ochenta, mil pesos, la reciba cuando hay gente que no come. entonces si hay que tener un parámetro de cierta gente hasta hasta qué tope de pensión tienes para yo poderte apoyar un poquito más pero no un pensionado con cien mil ochenta mil que yo los he conocido como un médico de del imss que tiene esas pensiones pues reciba una ayuda de gobierno cuando hay gente que no tiene que comer y hay otras necesidades entonces sí hay que analizar un poquito más, a quién le vamos a ayudar? y yo siento dádivas, también nos están llevando al pique al país, por eso están quitando tantas tantas este organizaciones tantas instituciones como el inai. como en la cndh están quitando tantas y están desaparecido ya de más de 30 a 40 instituciones desde el anterior gobierno para dar dádivas entonces a qué un plan, o",General opinions about the country,-0.995126724
